城市名称,年份,从业人员数,第一产业从业人员数,第二产业从业人员数,第三产业从业人员数,农村居民消费支出,农村居民人均收入,城镇居民消费支出,城镇居民人均收入,人均消费支出,人均可支配收入,城镇失业率,城镇化率,工资水平,人口密度（人/平方公里）,常住人口（万人）,户籍人口（万人）
city12,2020,279.0,50.0,108.0,121.0,,24612.0,,49100.0,,,2.0,67.0,79892.0,,452.0,501.0
city12,2021,276.0,46.0,109.0,121.0,,27400.0,,53815.0,,,2.0,68.0,85944.0,,452.0,497.0
city12,2022,,,,,,29416.0,,56575.0,,,2.0,69.0,85944.0,,,
city13,2001,,,,,,,,,,,,,6812.0,597.0,506.0,0.0
city13,2002,266.0,137.0,49.0,81.0,,,,,,,,,7940.0,600.0,,
city13,2003,267.0,129.0,54.0,84.0,,,,,,,,,8700.0,605.0,,
city13,2004,268.0,119.0,60.0,89.0,,,,,,,,,9284.0,609.0,,
city13,2005,268.0,111.0,72.0,84.0,,,,,,,,,10336.0,613.0,,
city13,2006,289.0,110.0,91.0,88.0,,,,,,,,,12112.0,619.0,,
city13,2007,303.0,115.0,95.0,92.0,,,,,,,,32.0,14048.0,621.0,489.0,529.0
city13,2008,310.0,103.0,112.0,95.0,,,,,,,,34.0,16848.0,625.0,481.0,532.0
city13,2009,318.0,101.0,121.0,96.0,,,,,,,,36.0,19984.0,632.0,475.0,535.0
city13,2010,333.0,99.0,134.0,99.0,,,,,,,,38.0,23808.0,639.0,473.0,541.0
city13,2011,351.0,97.0,145.0,109.0,,,,,,,,48.0,27612.0,649.0,472.0,546.0
city13,2012,276.0,114.0,90.0,73.0,,,,16990.0,,,,50.0,31992.0,655.0,477.0,555.0
city13,2013,276.0,111.0,92.0,74.0,,,,18845.0,,,,51.0,35900.0,565.0,480.0,560.0
city13,2014,279.0,105.0,97.0,77.0,,10700.0,,20395.0,,,,52.0,43244.0,681.0,482.0,572.0
city13,2015,282.0,100.0,99.0,83.0,,12772.0,,22230.0,,,,54.0,47392.0,687.0,484.0,581.0
city13,2016,283.0,89.0,107.0,87.0,,13928.0,,24085.0,,,,56.0,52160.0,2072.0,485.0,586.0
city13,2017,283.0,89.0,107.0,87.0,,15268.0,,26115.0,,,,58.0,55844.0,,488.0,592.0
city13,2018,283.0,84.0,101.0,97.0,,16636.0,,28280.0,,,,59.0,59740.0,2293.0,491.0,591.0
city13,2019,281.0,83.0,97.0,102.0,,18120.0,,30610.0,,,,60.0,65088.0,2389.0,493.0,591.0
city13,2020,283.0,74.0,93.0,116.0,,19464.0,,32015.0,,,,61.0,71892.0,,497.0,592.0
city13,2021,280.0,70.0,94.0,116.0,,21576.0,,35055.0,,,,62.0,78696.0,,499.0,592.0
city13,2022,,,,,,23056.0,,36755.0,,,,63.0,78696.0,,,
city14,2000,151.0,,,,,,,,,,3.0,,6176.0,,,
city14,2001,147.0,,,,,,,,,,3.0,,6176.0,151.0,227.0,322.0
city14,2002,153.0,,,,,,,,,,3.0,,9052.0,157.0,239.0,325.0
city14,2003,145.0,,,,,,,,,,3.0,,10224.0,163.0,248.0,332.0
city14,2004,153.0,,,,,,,,,,3.0,,12492.0,170.0,258.0,334.0
city14,2005,138.0,,,,,,,,,,3.0,,14472.0,176.0,269.0,333.0
city14,2006,139.0,73.0,22.0,26.0,,,,,,,3.0,32.0,16132.0,176.0,278.0,337.0
city14,2007,140.0,75.0,24.0,28.0,,,,,,,3.0,40.0,17356.0,178.0,281.0,341.0
city14,2008,140.0,78.0,26.0,26.0,,,,,,,3.0,40.0,20104.0,183.0,275.0,335.0
city14,2009,143.0,76.0,27.0,28.0,,,,,,,3.0,41.0,22056.0,184.0,285.0,347.0
city14,2010,143.0,73.0,28.0,33.0,,,,,,,3.0,41.0,23804.0,189.0,287.0,349.0
city14,2011,143.0,72.0,29.0,34.0,5880.0,6732.0,8368.0,14735.0,,,3.0,40.0,26376.0,191.0,296.0,358.0
city14,2012,143.0,73.0,30.0,34.0,6204.0,7772.0,9816.0,16520.0,,,3.0,40.0,31236.0,192.0,298.0,367.0
city14,2013,144.0,70.0,30.0,36.0,6944.0,8772.0,11200.0,18435.0,,,3.0,40.0,35980.0,194.0,301.0,355.0
city14,2014,144.0,69.0,27.0,39.0,8192.0,9884.0,12232.0,18245.0,,,2.0,41.0,41092.0,196.0,304.0,361.0
city14,2015,144.0,70.0,27.0,39.0,8940.0,10800.0,12464.0,20015.0,9976.0,13280.0,2.0,41.0,46076.0,186.0,293.0,365.0
city14,2016,144.0,71.0,27.0,40.0,10208.0,12044.0,13428.0,21815.0,10764.0,14548.0,2.0,42.0,51456.0,185.0,291.0,366.0
city14,2017,145.0,71.0,28.0,43.0,11484.0,13300.0,15120.0,23780.0,12236.0,16076.0,2.0,42.0,56512.0,184.0,289.0,373.0
city14,2018,145.0,70.0,25.0,44.0,12436.0,14620.0,16456.0,25490.0,13580.0,17716.0,2.0,43.0,56512.0,183.0,287.0,373.0
city14,2019,134.0,70.0,25.0,48.0,13436.0,16028.0,17340.0,27125.0,14592.0,19396.0,2.0,45.0,56512.0,182.0,286.0,373.0
city14,2020,125.0,34.0,29.0,72.0,13988.0,17312.0,18228.0,28015.0,15604.0,21052.0,3.0,46.0,56512.0,181.0,285.0,373.0
city14,2021,126.0,33.0,29.0,73.0,16020.0,19144.0,18320.0,30445.0,16000.0,22288.0,3.0,49.0,56512.0,181.0,284.0,372.0
city14,2022,,,,,,,20164.0,,18025.0,24624.0,3.0,50.0,56512.0,,,
city15,2000,,,,,,,,,,,,,9340.0,795.0,,
city15,2001,,,,,,,,,,,,,9340.0,800.0,,
city15,2002,,,,,,,,,,,,,10500.0,800.0,,
city15,2003,392.0,216.0,95.0,81.0,,,,,,,,,11890.0,805.0,,
city15,2004,382.0,196.0,103.0,82.0,,,,,,,,,13550.0,810.0,,
city15,2005,396.0,190.0,111.0,94.0,,,,,,,,,15810.0,820.0,,
city15,2006,452.0,183.0,128.0,142.0,,,,,,,,,18850.0,830.0,,
city15,2007,469.0,177.0,145.0,147.0,,,,,,,,45.0,21900.0,835.0,875.0,935.0
city15,2008,477.0,170.0,152.0,155.0,,,,,,,,46.0,23710.0,840.0,870.0,940.0
city15,2009,486.0,163.0,169.0,154.0,,,,,,,,47.0,26820.0,850.0,870.0,945.0
city15,2010,501.0,162.0,180.0,159.0,,,,,,,,49.0,31180.0,860.0,865.0,955.0
city15,2011,521.0,162.0,187.0,171.0,,,,,,,,54.0,34240.0,865.0,855.0,970.0
city15,2012,529.0,153.0,205.0,171.0,,,,,,,,55.0,39490.0,875.0,855.0,975.0
city15,2013,479.0,180.0,140.0,158.0,,,,,,,,57.0,44070.0,760.0,855.0,990.0
city15,2014,479.0,172.0,146.0,161.0,,,,,,,2.1,58.0,47010.0,865.0,860.0,1005.0
city15,2015,481.0,163.0,151.0,168.0,,,,,,,1.9,60.0,49780.0,870.0,860.0,1025.0
city15,2016,482.0,153.0,156.0,174.0,,,,,,,1.9,61.0,54310.0,3020.0,865.0,1030.0
city15,2017,483.0,144.0,160.0,179.0,,,,,,,1.9,62.0,57230.0,,870.0,1040.0
city15,2018,483.0,144.0,160.0,179.0,,,,,,,1.8,64.0,63920.0,3415.0,875.0,1040.0
city15,2019,483.0,120.0,170.0,193.0,,,,,,,1.8,65.0,71460.0,3430.0,880.0,1045.0
city15,2020,483.0,107.0,173.0,204.0,,,,,,,1.8,64.0,78570.0,,905.0,1040.0
city15,2021,482.0,95.0,167.0,221.0,,,,,,,1.8,66.0,78570.0,,905.0,1035.0
city15,2022,,,,,,,,,,,2.1,66.0,78570.0,,,
city16,2000,,,,,,,,,,,,,8200.0,145.0,,
city16,2001,142.0,,,,,,,,,,2.9,,8200.0,150.0,275.0,310.0
city16,2002,143.0,,,,,,,,,,2.9,,10350.0,150.0,275.0,310.0
city16,2003,143.0,,,,,,,,,,3.4,,12150.0,155.0,280.0,315.0
city16,2004,286.0,,,,,,,,,,3.4,,13980.0,155.0,285.0,315.0
city16,2005,294.0,,,,,,,,,,3.3,,16390.0,155.0,285.0,315.0
city16,2006,349.0,,,,,,,,,,3.3,50.0,18210.0,155.0,290.0,320.0
city16,2007,351.0,72.0,25.0,42.0,,,,,,,3.4,46.0,20040.0,160.0,290.0,320.0
city16,2008,359.0,71.0,26.0,43.0,,,,,,,3.2,46.0,23050.0,155.0,285.0,320.0
city16,2009,362.0,64.0,29.0,47.0,,,,,,,3.2,47.0,25970.0,155.0,285.0,320.0
city16,2010,381.0,62.0,31.0,50.0,,,,,,,3.2,47.0,28270.0,150.0,285.0,325.0
city16,2011,443.0,61.0,30.0,51.0,4928.0,6316.0,12908.0,18020.0,,,3.0,53.0,31870.0,155.0,280.0,325.0
city16,2012,445.0,60.0,31.0,51.0,6192.0,7460.0,14392.0,20325.0,,,2.9,53.0,35830.0,155.0,280.0,330.0
city16,2013,437.0,59.0,31.0,53.0,6628.0,8576.0,16288.0,23180.0,,,2.8,53.0,40130.0,155.0,280.0,325.0
city16,2014,437.0,59.0,32.0,52.0,7324.0,9580.0,17640.0,25590.0,,,2.4,54.0,44900.0,155.0,280.0,325.0
city16,2015,438.0,59.0,33.0,53.0,8824.0,10532.0,15220.0,21580.0,12220.0,16620.0,2.4,54.0,49060.0,150.0,280.0,330.0
city16,2016,438.0,59.0,32.0,53.0,9652.0,11604.0,16588.0,23500.0,13380.0,18140.0,2.5,54.0,54920.0,150.0,280.0,330.0
city16,2017,439.0,59.0,32.0,54.0,10824.0,12788.0,18140.0,25850.0,14800.0,19972.0,2.5,54.0,61470.0,150.0,285.0,335.0
city16,2018,436.0,59.0,32.0,54.0,11808.0,14104.0,19628.0,28305.0,16052.0,21864.0,2.4,54.0,61470.0,155.0,285.0,335.0
city16,2019,441.0,59.0,25.0,50.0,12712.0,15432.0,20804.0,30285.0,17204.0,23672.0,2.3,55.0,61470.0,155.0,285.0,335.0
city16,2020,589.0,59.0,25.0,50.0,13860.0,16940.0,22468.0,32630.0,18724.0,25804.0,2.1,56.0,61470.0,155.0,285.0,335.0
city16,2021,598.0,33.0,25.0,66.0,14268.0,18288.0,22160.0,34415.0,18800.0,27544.0,2.5,57.0,61470.0,155.0,285.0,335.0
city16,2022,,,,,16304.0,20252.0,25072.0,37620.0,21330.0,30204.0,2.5,58.0,61470.0,,,
city17,2000,,,,,,,,,,,,,19090.0,1335.0,,
city17,2001,504.0,,,,,,,,,,3.2,,19090.0,1340.0,990.0,700.0
city17,2002,510.0,,,,,,,,,,3.8,,22770.0,1320.0,995.0,710.0
city17,2003,514.0,,,,,,,,,,3.6,,26220.0,1305.0,980.0,720.0
city17,2004,521.0,,,,,,,,,,2.7,,28810.0,1295.0,970.0,720.0
city17,2005,541.0,,,,,,,,,,2.4,,31590.0,1275.0,965.0,735.0
city17,2006,574.0,,,,,,,,,,2.1,82.0,34330.0,1310.0,945.0,750.0
city17,2007,609.0,84.0,237.0,287.0,,,,,,,2.1,82.0,36770.0,1350.0,995.0,760.0
city17,2008,664.0,82.0,264.0,318.0,,,,,,,2.2,82.0,40560.0,1530.0,1050.0,770.0
city17,2009,715.0,80.0,287.0,347.0,,,,,,,2.3,82.0,45700.0,1625.0,1110.0,780.0
city17,2010,739.0,80.0,297.0,362.0,,,,,,,2.3,83.0,49520.0,1740.0,1185.0,790.0
city17,2011,711.0,59.0,274.0,378.0,8984.0,12672.0,25008.0,30655.0,,,2.3,84.0,54490.0,1750.0,1270.0,805.0
city17,2012,743.0,63.0,283.0,397.0,9900.0,14816.0,28204.0,34435.0,,,2.4,84.0,57470.0,1770.0,1345.0,810.0
city17,2013,751.0,65.0,283.0,404.0,10960.0,16788.0,30488.0,38050.0,,,2.4,85.0,67510.0,1780.0,1415.0,820.0
city17,2014,760.0,65.0,263.0,433.0,11684.0,18884.0,33152.0,42045.0,,,2.2,85.0,73750.0,1800.0,1470.0,830.0
city17,2015,785.0,60.0,284.0,441.0,12864.0,17660.0,33380.0,42950.0,30572.0,39224.0,2.3,85.0,74250.0,2200.0,1525.0,840.0
city17,2016,811.0,63.0,287.0,461.0,14084.0,19320.0,35748.0,46730.0,32884.0,42712.0,2.2,84.0,81170.0,2315.0,1590.0,850.0
city17,2017,835.0,62.0,288.0,485.0,17592.0,21448.0,38392.0,50940.0,35384.0,46664.0,2.4,84.0,89100.0,2405.0,1675.0,865.0
city17,2018,862.0,62.0,287.0,514.0,18928.0,23480.0,40632.0,55400.0,37492.0,50780.0,2.4,84.0,89100.0,2480.0,1745.0,895.0
city17,2019,897.0,60.0,275.0,767.0,20628.0,26020.0,42180.0,59980.0,39464.0,55272.0,1.9,85.0,89100.0,2530.0,1795.0,925.0
city17,2020,1126.0,62.0,267.0,797.0,22520.0,28864.0,45044.0,65050.0,42304.0,60068.0,2.2,85.0,89100.0,2585.0,1830.0,950.0
city17,2021,1158.0,59.0,260.0,839.0,22988.0,31264.0,44280.0,68300.0,41400.0,63284.0,2.5,86.0,89100.0,2595.0,1870.0,980.0
city17,2022,,,,,26092.0,34532.0,47160.0,74415.0,44245.0,68904.0,2.2,86.0,89100.0,,,
city18,2000,,,,,,,,,,,,,11540.0,780.0,,
city18,2001,,,,,,,,,,,3.0,,11540.0,780.0,,
city18,2002,,,,,,,,,,,3.2,,13110.0,785.0,,
city18,2003,192.0,46.0,88.0,57.0,,,,,,,3.4,,14910.0,790.0,,
city18,2004,200.0,39.0,99.0,62.0,,,,,,,3.5,,17260.0,795.0,,
city18,2005,217.0,35.0,115.0,68.0,,,,,,,3.6,,19980.0,800.0,,
city18,2006,241.0,33.0,129.0,80.0,,,,,,,3.6,,22990.0,810.0,,
city18,2007,256.0,31.0,140.0,85.0,,,,,,,3.4,61.0,26560.0,815.0,425.0,355.0
city18,2008,271.0,30.0,151.0,90.0,,,,,,,3.2,61.0,30410.0,815.0,435.0,355.0
city18,2009,291.0,30.0,163.0,98.0,,,,,,,3.2,61.0,34840.0,820.0,440.0,360.0
city18,2010,304.0,29.0,170.0,104.0,,,,,,,3.0,61.0,39220.0,825.0,445.0,360.0
city18,2011,323.0,28.0,180.0,116.0,,12636.0,,26265.0,,,2.8000000000000003,64.0,44210.0,825.0,460.0,360.0
city18,2012,278.0,22.0,153.0,102.0,,14836.0,,29825.0,,,2.6,65.0,49750.0,830.0,465.0,360.0
city18,2013,281.0,32.0,148.0,101.0,,,,33585.0,,,2.4,66.0,55760.0,1070.0,470.0,365.0
city18,2014,281.0,32.0,147.0,102.0,,,,,,,2.15,68.0,67400.0,840.0,470.0,365.0
city18,2015,281.0,31.0,146.0,104.0,,20132.0,,39480.0,20604.0,,1.9,69.0,70850.0,845.0,470.0,370.0
city18,2016,281.0,31.0,144.0,107.0,,21912.0,,42710.0,22228.0,,1.9,70.0,73030.0,2425.0,470.0,370.0
city18,2017,281.0,30.0,142.0,109.0,,23776.0,,46055.0,23980.0,,1.9,71.0,81060.0,,470.0,375.0
city18,2018,281.0,30.0,142.0,109.0,,25832.0,,49955.0,25492.0,,1.8,72.0,84740.0,3025.0,470.0,380.0
city18,2019,282.0,29.0,137.0,115.0,,28012.0,,53995.0,26860.0,,1.8,73.0,91270.0,2945.0,470.0,380.0
city18,2020,283.0,29.0,137.0,116.0,,30488.0,,58340.0,28768.0,,1.8,76.0,104540.0,,525.0,385.0
city18,2021,300.0,27.0,133.0,141.0,,32364.0,,60525.0,28288.0,,1.8,77.0,113270.0,,525.0,385.0
city18,2022,,,,,,35820.0,,65820.0,34070.0,,1.6,78.0,113270.0,,,
city19,2001,,,,,,,,,,,3.4,,12390.0,,,
city19,2002,,,,,,,,,,,3.3,,15700.0,,,
city19,2003,,,,,,,,,,,3.0,,17540.0,,,
city19,2004,305.0,102.0,123.0,80.0,,,,,,,3.2,,20550.0,,,
city19,2005,316.0,98.0,128.0,89.0,,,,,,,3.2,,23260.0,445.0,,
city19,2006,312.0,93.0,128.0,91.0,,,,,,,3.2,,24020.0,455.0,485.0,455.0
city19,2007,318.0,83.0,138.0,96.0,,,,,,,3.0,57.0,25040.0,465.0,500.0,455.0
city19,2008,326.0,77.0,146.0,103.0,,,,,,,2.9,58.0,28850.0,470.0,510.0,460.0
city19,2009,327.0,76.0,146.0,105.0,,,,,,,3.0,58.0,31580.0,475.0,515.0,460.0
city19,2010,330.0,75.0,149.0,106.0,,,,,,,3.0,58.0,34770.0,490.0,520.0,465.0
city19,2011,346.0,72.0,167.0,107.0,,,,,,,3.0,59.0,39470.0,490.0,535.0,465.0
city19,2012,343.0,71.0,160.0,112.0,,,,,,,2.8,60.0,42860.0,495.0,540.0,470.0
city19,2013,343.0,68.0,162.0,113.0,,,,,,,2.8,61.0,47200.0,495.0,540.0,470.0
city19,2014,345.0,68.0,163.0,114.0,11804.0,16660.0,23504.0,36385.0,,,2.7,62.0,51720.0,495.0,540.0,470.0
city19,2015,346.0,68.0,164.0,114.0,13520.0,18544.0,25624.0,39805.0,20948.0,31592.0,2.8,63.0,55810.0,500.0,545.0,475.0
city19,2016,346.0,68.0,163.0,115.0,14628.0,20296.0,27700.0,43190.0,22668.0,34372.0,2.8,65.0,66780.0,505.0,545.0,475.0
city19,2017,347.0,68.0,163.0,116.0,16264.0,21896.0,30308.0,46550.0,24960.0,37152.0,2.8,66.0,72960.0,510.0,550.0,480.0
city19,2018,349.0,68.0,162.0,119.0,17144.0,23920.0,32364.0,50650.0,26660.0,40624.0,2.5,67.0,82200.0,510.0,555.0,485.0
city19,2019,354.0,69.0,164.0,121.0,18548.0,26216.0,34500.0,54880.0,28624.0,44324.0,2.1,68.0,86420.0,515.0,560.0,490.0
city19,2020,355.0,69.0,162.0,124.0,19928.0,28508.0,37164.0,59345.0,30908.0,48152.0,1.8,69.0,90640.0,645.0,560.0,490.0
city19,2021,,,,,20108.0,30364.0,36824.0,61545.0,30944.0,50580.0,1.6,68.0,96590.0,650.0,705.0,495.0
city19,2022,,,,,23812.0,33708.0,43028.0,67370.0,36465.0,55878.0,1.6,69.0,96590.0,650.0,,
city20,2001,,,,,,,,,,,,,10690.0,,,
city20,2002,,,,,,,,,,,,,14090.0,,,
city20,2003,,,,,,,,,,,,,16030.0,,,
city20,2004,120.0,62.0,30.0,28.0,,,,,,,4.2,,18570.0,,,
city20,2005,124.0,61.0,33.0,30.0,,,,,,,4.2,,22500.0,245.0,,
city20,2006,125.0,60.0,34.0,31.0,,,,,,,4.1,,26460.0,250.0,220.0,245.0
city20,2007,128.0,58.0,38.0,33.0,,,,,,,4.0,39.0,28660.0,250.0,220.0,245.0
city20,2008,129.0,57.0,38.0,35.0,,,,,,,3.8,40.0,32910.0,250.0,220.0,245.0
city20,2009,131.0,57.0,38.0,37.0,,,,,,,3.9,41.0,35930.0,250.0,220.0,250.0
city20,2010,134.0,56.0,39.0,39.0,,,,,,,3.7,41.0,39090.0,240.0,225.0,250.0
city20,2011,128.0,55.0,37.0,36.0,,,,,,,3.7,44.0,44050.0,240.0,210.0,250.0
city20,2012,131.0,54.0,39.0,38.0,,,,,,,3.5,45.0,50050.0,240.0,210.0,250.0
city20,2013,133.0,53.0,40.0,40.0,,,,,,,3.4,47.0,54710.0,240.0,210.0,250.0
city20,2014,134.0,53.0,40.0,40.0,9072.0,13808.0,16992.0,27980.0,,,3.1,48.0,55540.0,240.0,210.0,255.0
city20,2015,134.0,53.0,30.0,51.0,9980.0,15352.0,18352.0,30580.0,13872.0,22432.0,3.1,49.0,65080.0,240.0,210.0,255.0
city20,2016,131.0,51.0,39.0,40.0,10628.0,16884.0,19388.0,33210.0,14692.0,24460.0,2.9,50.0,75450.0,245.0,210.0,255.0
city20,2017,132.0,50.0,40.0,43.0,11448.0,18420.0,20872.0,36185.0,15864.0,26744.0,2.8,54.0,85530.0,245.0,215.0,255.0
city20,2018,133.0,50.0,40.0,44.0,12180.0,20224.0,21928.0,39575.0,16788.0,29372.0,2.7,56.0,96840.0,250.0,220.0,255.0
city20,2019,135.0,49.0,40.0,46.0,13624.0,22252.0,24268.0,43125.0,18732.0,32264.0,2.2,58.0,107550.0,250.0,220.0,255.0
city20,2020,135.0,47.0,43.0,45.0,15004.0,24424.0,26532.0,46930.0,20632.0,35408.0,2.0,60.0,118260.0,255.0,220.0,255.0
city20,2021,,,,,15112.0,26288.0,26800.0,49300.0,21024.0,37932.0,1.8,58.0,124610.0,255.0,225.0,255.0
city20,2022,,,,,17868.0,29264.0,31428.0,54575.0,25040.0,42648.0,1.6,58.0,124610.0,260.0,,
city21,2001,,,,,,,,,,,3.0,,14312.0,,,
city21,2002,,,,,,,,,,,4.0,,18316.0,,,
city21,2003,,,,,,,,,,,4.0,,21416.0,,,
city21,2004,451.0,102.0,182.0,166.0,,,,,,,4.0,,24664.0,,,
city21,2005,456.0,93.0,198.0,165.0,,,,,,,4.0,,28888.0,,,
city21,2006,481.0,92.0,222.0,167.0,,,,,,,4.0,69.0,30576.0,452.0,751.0,660.0
city21,2007,512.0,87.0,235.0,191.0,,,,,,,3.0,69.0,32788.0,466.0,773.0,666.0
city21,2008,533.0,84.0,245.0,204.0,,,,,,,3.0,69.0,36496.0,474.0,786.0,672.0
city21,2009,569.0,80.0,264.0,225.0,,,,,,,3.0,70.0,40192.0,480.0,797.0,678.0
city21,2010,597.0,80.0,278.0,239.0,,,,,,,3.0,73.0,43944.0,488.0,810.0,683.0
city21,2011,626.0,76.0,286.0,264.0,,,,,,,0.0,74.0,48768.0,524.0,870.0,689.0
city21,2012,638.0,72.0,289.0,276.0,,,,,,,2.0,74.0,54408.0,526.0,874.0,696.0
city21,2013,644.0,70.0,290.0,284.0,,,,,,,2.0,75.0,56416.0,530.0,880.0,701.0
city21,2014,651.0,70.0,292.0,289.0,16020.0,35763.0,30656.0,40923.0,,,2.0,75.0,64956.0,533.0,884.0,707.0
city21,2015,655.0,66.0,287.0,302.0,17814.0,39237.0,32164.0,44631.0,28491.0,39236.0,2.0,75.0,70820.0,536.0,889.0,716.0
city21,2016,663.0,67.0,272.0,324.0,19332.0,42642.0,33816.0,48315.0,30180.0,42640.0,2.0,76.0,77816.0,543.0,902.0,724.0
city21,2017,677.0,66.0,262.0,349.0,20562.0,46116.0,35684.0,52185.0,31905.0,46116.0,2.0,77.0,87152.0,553.0,919.0,736.0
city21,2018,681.0,66.0,258.0,357.0,21981.0,49830.0,38176.0,56274.0,34146.0,49832.0,2.0,77.0,96668.0,570.0,947.0,754.0
city21,2019,696.0,60.0,244.0,392.0,24201.0,54348.0,41612.0,61170.0,37368.0,54348.0,2.0,79.0,106708.0,580.0,981.0,774.0
city21,2020,720.0,57.0,257.0,407.0,26295.0,59259.0,44076.0,66066.0,40014.0,59260.0,2.0,83.0,120308.0,613.0,1036.0,794.0
city21,2021,,,,,25662.0,61878.0,41916.0,68664.0,38235.0,61876.0,2.0,84.0,132188.0,706.0,1194.0,814.0
city21,2022,,,,,30222.0,67707.0,48628.0,74700.0,446007.0,67708.0,2.0,84.0,132188.0,722.0,,
city22,2001,,,,,,,,,,,,,13912.0,826.0,613.0,
city22,2002,,,,,,,,,,,4.0,,16572.0,838.0,,
city22,2003,270.0,58.0,93.0,119.0,,,,,,,4.0,,19144.0,855.0,,
city22,2004,281.0,52.0,101.0,128.0,,,,,,,4.0,,22188.0,869.0,,
city22,2005,284.0,45.0,101.0,138.0,,,,,,,4.0,,26060.0,887.0,,
city22,2006,317.0,43.0,132.0,143.0,,,,,,,3.0,76.0,29340.0,905.0,,
city22,2007,327.0,37.0,139.0,151.0,,,,,,,3.0,77.0,32456.0,923.0,719.0,607.0
city22,2008,368.0,45.0,153.0,169.0,,,,,,,3.0,77.0,35904.0,938.0,741.0,617.0
city22,2009,380.0,46.0,153.0,181.0,,,,,,,3.0,77.0,39876.0,949.0,759.0,624.0
city22,2010,408.0,46.0,169.0,193.0,,,,,,,3.0,79.0,43620.0,957.0,771.0,630.0
city22,2011,458.0,51.0,175.0,232.0,,,18156.0,28311.0,,,3.0,80.0,48780.0,960.0,801.0,632.0
city22,2012,468.0,44.0,176.0,248.0,,,20763.0,32199.0,,,3.0,80.0,54708.0,966.0,811.0,636.0
city22,2013,452.0,49.0,151.0,252.0,,,23493.0,36321.0,,,3.0,81.0,63148.0,969.0,816.0,638.0
city22,2014,452.0,49.0,150.0,254.0,12390.0,16530.0,25647.0,39879.0,,,3.0,81.0,66220.0,1243.0,819.0,643.0
city22,2015,453.0,47.0,150.0,256.0,12816.0,17661.0,25854.0,42567.0,,,3.0,81.0,77284.0,985.0,822.0,649.0
city22,2016,455.0,47.0,149.0,260.0,14040.0,19482.0,27792.0,46104.0,,,2.0,82.0,81072.0,991.0,824.0,653.0
city22,2017,456.0,46.0,149.0,261.0,15771.0,21156.0,29772.0,49995.0,,,2.0,82.0,90188.0,1484.0,827.0,663.0
city22,2018,456.0,46.0,149.0,261.0,17154.0,23133.0,31383.0,54537.0,,,2.0,83.0,101500.0,,834.0,681.0
city22,2019,463.0,43.0,146.0,274.0,18456.0,25263.0,33537.0,59307.0,,,2.0,86.0,111068.0,1555.0,844.0,697.0
city22,2020,503.0,40.0,145.0,280.0,19980.0,27636.0,35931.0,64371.0,,,2.0,87.0,129604.0,1588.0,928.0,710.0
city22,2021,484.0,38.0,150.0,296.0,19419.0,29619.0,35853.0,67551.0,,,2.0,87.0,138004.0,,932.0,723.0
city22,2022,,,,,24006.0,32700.0,42486.0,73593.0,,,2.0,,138004.0,,,
city23,2001,79.0,,,,,,,,,,3.0,,15176.0,758.0,124.0,74.0
city23,2002,82.0,,,,,,,,,,3.0,,17036.0,761.0,128.0,76.0
city23,2003,88.0,,,,,,,,,,3.0,,18504.0,780.0,132.0,79.0
city23,2004,89.0,,,,,,,,,,3.0,,19200.0,799.0,135.0,82.0
city23,2005,91.0,,,,,,,,,,3.0,88.0,20084.0,823.0,139.0,86.0
city23,2006,94.0,,,,,,,,,,3.0,85.0,21844.0,839.0,142.0,90.0
city23,2007,98.0,10.0,42.0,47.0,,,,,,,3.0,85.0,23772.0,859.0,144.0,93.0
city23,2008,99.0,7.0,43.0,49.0,,,,,,,3.0,85.0,26612.0,862.0,147.0,96.0
city23,2009,102.0,7.0,44.0,51.0,,,,,,,3.0,87.0,29700.0,914.0,151.0,99.0
city23,2010,95.0,7.0,42.0,46.0,,,,,,,3.0,88.0,31760.0,932.0,154.0,103.0
city23,2011,103.0,6.0,46.0,51.0,8070.0,10185.0,20368.0,25380.0,,,3.0,88.0,34404.0,944.0,156.0,105.0
city23,2012,104.0,6.0,46.0,51.0,8895.0,11856.0,21160.0,28728.0,,,2.0,88.0,41052.0,948.0,165.0,106.0
city23,2013,105.0,6.0,49.0,50.0,10098.0,13398.0,24080.0,32976.0,,,2.0,88.0,48484.0,918.0,173.0,107.0
city23,2014,106.0,6.0,54.0,46.0,11415.0,14940.0,26128.0,36372.0,,,2.0,88.0,56240.0,922.0,179.0,109.0
city23,2015,109.0,6.0,55.0,47.0,14301.0,18393.0,26636.0,35286.0,25125.0,33232.0,2.0,88.0,62576.0,936.0,186.0,110.0
city23,2016,109.0,7.0,55.0,47.0,16044.0,20508.0,28740.0,38322.0,27198.0,36156.0,2.0,88.0,67956.0,1095.0,190.0,112.0
city23,2017,110.0,6.0,55.0,49.0,18372.0,22887.0,32148.0,42537.0,30477.0,40152.0,2.0,88.0,74928.0,1131.0,196.0,115.0
city23,2018,112.0,6.0,55.0,51.0,20037.0,23496.0,34732.0,46824.0,32979.0,44040.0,2.0,89.0,74928.0,1192.0,207.0,119.0
city23,2019,116.0,6.0,67.0,92.0,20472.0,26196.0,36816.0,50712.0,35079.0,48104.0,2.0,89.0,74928.0,1272.0,221.0,127.0
city23,2020,137.0,6.0,65.0,90.0,22572.0,29067.0,40028.0,55218.0,38211.0,52492.0,2.0,90.0,74928.0,1352.0,233.0,133.0
